pid_num,vm,task_num,task,setup,duration,cutting
27996,v12,0,t13,1521576103.458,4.73,1521576108.188
26776,v13,0,t17,1521576103.514,4.99,1521576108.505
24980,v31,0,t12,1521576103.146,5.491,1521576108.637
19868,v23,0,t15,1521576103.193,5.482,1521576108.675
25004,v22,0,t14,1521576103.673,5.223,1521576108.896
27604,v32,0,t18,1521576103.738,6.03,1521576109.768
26956,v11,0,t16,1521576102.466,7.376,1521576109.843
27696,v21,0,t11,1521576103.357,8.441,1521576111.8
24980,v13,1,t113,1521576108.637,5.237,1521576113.874
25004,v22,1,t114,1521576108.896,5.387,1521576114.284
26776,v12,1,t110,1521576108.505,5.787,1521576114.292
27604,v23,1,t115,1521576109.768,4.722,1521576114.491
27996,v11,1,t116,1521576108.188,7.802,1521576115.99
26956,v31,1,t19,1521576109.843,6.262,1521576116.105
27696,v32,1,t112,1521576111.8,4.517,1521576116.317
19868,v21,1,t111,1521576108.675,7.699,1521576116.374
26776,v13,2,t121,1521576114.292,3.912,1521576118.204
25004,v12,2,t122,1521576114.284,5.199,1521576119.483
27604,v21,2,t119,1521576114.491,6.164,1521576120.655
24980,v11,2,t120,1521576113.874,7.015,1521576120.889
19868,v32,2,t124,1521576116.374,4.566,1521576120.94
26956,v23,2,t117,1521576116.105,4.938,1521576121.044
27996,v22,2,t118,1521576115.99,5.349,1521576121.339
27696,v31,2,t123,1521576116.317,5.53,1521576121.848
26776,v13,3,t131,1521576118.204,4.45,1521576122.654
25004,v23,3,t128,1521576119.484,4.499,1521576123.983
27604,v32,3,t125,1521576120.655,5.082,1521576125.738
27996,v12,3,t126,1521576121.339,4.767,1521576126.107
26956,v31,3,t130,1521576121.045,5.704,1521576126.749
24980,v11,3,t132,1521576120.889,5.98,1521576126.87
27696,v22,3,t127,1521576121.848,6.623,1521576128.471
19868,v21,3,t129,1521576120.94,7.596,1521576128.537
25004,v12,4,t140,1521576123.983,4.652,1521576128.635
