pid_num,vm,task_num,task,setup,duration,cutting
25164,v13,0,t15,1521585659.889,4.032,1521585663.922
25004,v23,0,t11,1521585659.036,5.427,1521585664.464
2264,v32,0,t18,1521585659.918,4.923,1521585664.841
5520,v22,0,t13,1521585660.245,5.501,1521585665.746
21616,v12,0,t12,1521585659.976,5.881,1521585665.857
6496,v21,0,t17,1521585659.54,6.527,1521585666.067
24352,v31,0,t16,1521585659.662,7.046,1521585666.708
26820,v11,0,t14,1521585659.932,8.244,1521585668.177
25004,v12,1,t111,1521585664.464,4.86,1521585669.324
2264,v13,1,t113,1521585664.843,5.329,1521585670.172
6496,v23,1,t114,1521585666.067,4.748,1521585670.816
25164,v11,1,t115,1521585663.924,7.671,1521585671.596
5520,v21,1,t112,1521585665.746,6.071,1521585671.817
21616,v22,1,t110,1521585665.858,7.198,1521585673.057
24352,v31,1,t19,1521585666.709,7.393,1521585674.102
26820,v32,1,t116,1521585668.177,5.975,1521585674.159
6496,v13,2,t124,1521585670.816,3.929,1521585674.746
25004,v11,2,t122,1521585669.324,5.853,1521585675.178
2264,v12,2,t119,1521585670.172,6.071,1521585676.244
21616,v23,2,t123,1521585673.057,4.239,1521585677.297
5520,v22,2,t118,1521585671.817,5.784,1521585677.602
25164,v21,2,t117,1521585671.596,7.05,1521585678.646
26820,v32,2,t120,1521585674.16,4.534,1521585678.694
6496,v32,3,t129,1521585674.746,4.402,1521585679.149
24352,v31,2,t121,1521585674.102,5.715,1521585679.817
25004,v12,3,t127,1521585675.178,4.819,1521585679.997
21616,v13,3,t126,1521585677.297,4.518,1521585681.815
2264,v22,3,t131,1521585676.244,7.346,1521585683.59
26820,v23,3,t128,1521585678.694,5.585,1521585684.28
25004,v12,4,t137,1521585679.997,4.755,1521585684.753
6496,v31,3,t125,1521585679.149,6.277,1521585685.426
24352,v11,4,t136,1521585679.817,6.131,1521585685.949
5520,v21,3,t130,1521585677.603,8.606,1521585686.21
25164,v11,3,t132,1521585678.646,7.592,1521585686.239
21616,v13,4,t134,1521585681.815,4.619,1521585686.434
25004,v23,4,t133,1521585684.754,5.443,1521585690.197
21616,v13,5,t146,1521585686.434,3.935,1521585690.37
26820,v22,4,t140,1521585684.28,6.31,1521585690.591
25164,v12,5,t147,1521585686.239,4.896,1521585691.136
2264,v21,4,t139,1521585683.59,8.07,1521585691.66
6496,v31,4,t135,1521585685.426,6.558,1521585691.984
5520,v11,5,t142,1521585686.21,6.003,1521585692.214
24352,v32,4,t138,1521585685.949,6.43,1521585692.379
26820,v23,5,t143,1521585690.591,4.609,1521585695.201
21616,v22,5,t145,1521585690.37,5.259,1521585695.629
2264,v32,5,t141,1521585691.66,4.559,1521585696.22
25004,v21,5,t144,1521585690.197,6.558,1521585696.755
25164,v31,5,t148,1521585691.136,5.651,1521585696.787
5520,v13,6,t154,1521585692.214,4.907,1521585697.122
24352,v12,6,t150,1521585692.379,4.967,1521585697.347
