pid_num,vm,task_num,task,setup,duration,cutting
22500,v23,0,t12,1521591832.618,4.547,1521591837.166
27980,v31,0,t13,1521591832.533,5.395,1521591837.929
24076,v21,0,t16,1521591833.348,6.193,1521591839.542
23012,v22,0,t11,1521591834.1,6.578,1521591840.678
24624,v12,0,t18,1521591834.465,6.231,1521591840.696
26560,v32,0,t14,1521591835.016,5.941,1521591840.957
24356,v11,0,t17,1521591833.765,7.656,1521591841.422
22500,v13,0,t15,1521591837.166,4.926,1521591842.093
27980,v11,1,t115,1521591837.929,5.751,1521591843.68
23012,v13,1,t111,1521591840.678,4.552,1521591845.23
24356,v23,1,t112,1521591841.422,4.198,1521591845.622
24076,v12,1,t114,1521591839.542,6.535,1521591846.077
26560,v22,1,t19,1521591840.958,6.735,1521591847.693
24624,v21,1,t110,1521591840.696,7.704,1521591848.403
27980,v32,1,t113,1521591843.68,4.914,1521591848.595
22500,v31,1,t116,1521591842.093,7.119,1521591849.212
24076,v13,2,t123,1521591846.077,4.017,1521591850.096
24356,v12,2,t119,1521591845.622,4.818,1521591850.44
23012,v11,2,t124,1521591845.23,6.159,1521591851.389
27980,v23,2,t122,1521591848.595,4.758,1521591853.353
26560,v21,2,t118,1521591847.693,6.083,1521591853.777
24624,v22,2,t117,1521591848.404,5.482,1521591853.886
24076,v32,2,t120,1521591850.096,4.405,1521591854.501
24356,v13,3,t131,1521591850.44,4.086,1521591854.527
22500,v31,2,t121,1521591849.212,5.569,1521591854.782
27788,v11,3,t125,1521591851.005,6.307,1521591857.313
27980,v23,3,t126,1521591853.353,4.201,1521591857.554
23012,v22,3,t129,1521591851.389,7.186,1521591858.575
24624,v31,3,t127,1521591853.886,6.288,1521591860.175
24356,v12,3,t128,1521591854.527,5.657,1521591860.185
24076,v32,3,t130,1521591854.501,6.062,1521591860.563
22500,v11,4,t136,1521591854.784,6.346,1521591861.131
26560,v21,3,t132,1521591853.777,7.89,1521591861.668
27980,v13,4,t137,1521591857.554,4.912,1521591862.467
27788,v12,4,t135,1521591857.313,6.231,1521591863.545
24356,v23,4,t134,1521591860.185,5.347,1521591865.532
23012,v21,4,t138,1521591858.575,7.107,1521591865.683
24624,v22,4,t139,1521591860.175,5.966,1521591866.141
22500,v32,4,t133,1521591861.132,5.789,1521591866.921
24076,v31,4,t140,1521591860.564,6.942,1521591867.506
27980,v12,5,t141,1521591862.467,5.127,1521591867.594
27788,v13,5,t147,1521591863.545,4.051,1521591867.596
26560,v11,5,t148,1521591861.668,6.148,1521591867.817
24624,v23,5,t142,1521591866.141,4.361,1521591870.502
23012,v22,5,t146,1521591865.684,5.097,1521591870.782
27788,v13,6,t155,1521591867.597,4.589,1521591872.186
24076,v32,5,t143,1521591867.506,5.05,1521591872.557
24356,v21,5,t145,1521591865.532,7.312,1521591872.845
22500,v31,5,t144,1521591866.921,6.042,1521591872.964
26560,v32,6,t152,1521591867.817,6.114,1521591873.931
27980,v21,6,t153,1521591867.594,6.8,1521591874.394
24624,v23,6,t149,1521591870.502,5.814,1521591876.317
27788,v12,6,t151,1521591872.186,4.776,1521591876.962
23012,v31,6,t154,1521591870.783,6.813,1521591877.597
26560,v12,7,t161,1521591873.931,5.779,1521591879.71
24356,v22,6,t156,1521591872.847,6.953,1521591879.8
27980,v13,7,t157,1521591874.396,5.437,1521591879.834
24076,v11,6,t150,1521591872.557,7.758,1521591880.315
22500,v11,7,t163,1521591872.964,7.703,1521591880.667
23012,v23,7,t159,1521591877.597,5.338,1521591882.935
24624,v21,7,t162,1521591876.317,7.277,1521591883.594
27788,v22,7,t160,1521591876.962,7.197,1521591884.159
22500,v13,8,t172,1521591880.667,4.032,1521591884.7
24076,v12,8,t170,1521591880.315,4.871,1521591885.186
26560,v31,7,t158,1521591879.714,6.241,1521591885.956
24356,v32,7,t164,1521591879.8,6.559,1521591886.359
27980,v11,8,t168,1521591879.834,7.718,1521591887.553
27788,v23,8,t165,1521591884.16,4.101,1521591888.262
24624,v22,8,t166,1521591883.595,5.267,1521591888.863
23012,v21,8,t167,1521591882.935,6.363,1521591889.298
24076,v32,8,t171,1521591885.186,4.5,1521591889.687
22500,v31,8,t169,1521591884.7,5.361,1521591890.061
26560,v32,9,t21,1521591885.956,4.855,1521591890.812
27788,v13,9,t27,1521591888.262,4.07,1521591892.333
23012,v23,9,t24,1521591889.298,4.292,1521591893.59
24356,v31,9,t25,1521591886.36,7.813,1521591894.173
22500,v22,9,t22,1521591890.061,5.257,1521591895.319
24624,v12,9,t23,1521591888.863,6.463,1521591895.327
27980,v21,9,t173,1521591887.553,8.758,1521591896.311
23012,v13,10,t28,1521591893.591,3.904,1521591897.496
24076,v11,9,t26,1521591889.687,8.324,1521591898.011
27788,v12,10,t212,1521591892.333,5.93,1521591898.263
26560,v11,10,t215,1521591890.812,7.888,1521591898.701
24624,v23,10,t211,1521591895.327,4.843,1521591900.17
22500,v22,10,t214,1521591895.319,5.124,1521591900.443
24356,v21,10,t210,1521591894.177,8.727,1521591902.905
27788,v12,11,t219,1521591898.263,4.692,1521591902.955
26560,v13,11,t220,1521591898.701,4.48,1521591903.181
27980,v31,10,t29,1521591896.311,7.132,1521591903.444
23012,v32,10,t213,1521591897.496,6.546,1521591904.042
24076,v11,11,t223,1521591898.011,6.269,1521591904.28
22500,v22,11,t221,1521591900.443,5.168,1521591905.612
24624,v21,11,t216,1521591900.17,6.05,1521591906.221
24356,v23,11,t222,1521591902.907,4.087,1521591906.994
26560,v32,11,t217,1521591903.181,4.609,1521591907.791
27980,v23,12,t229,1521591903.444,4.505,1521591907.95
27788,v31,11,t218,1521591902.955,5.714,1521591908.669
22500,v32,12,t226,1521591905.612,4.719,1521591910.331
24076,v21,12,t227,1521591904.28,6.399,1521591910.679
23012,v11,12,t224,1521591904.042,6.717,1521591910.759
24624,v12,12,t225,1521591906.222,4.729,1521591910.952
24356,v13,12,t230,1521591906.994,5.637,1521591912.631
26560,v22,12,t231,1521591907.791,6.056,1521591913.847
27980,v31,12,t228,1521591907.95,7.021,1521591914.971
24076,v13,13,t236,1521591910.679,4.493,1521591915.172
22500,v12,13,t239,1521591910.331,5.957,1521591916.288
24624,v22,13,t233,1521591910.952,5.394,1521591916.346
23012,v21,13,t234,1521591910.759,6.046,1521591916.806
27788,v11,13,t235,1521591908.669,8.422,1521591917.093
24356,v23,13,t238,1521591912.631,5.884,1521591918.516
27980,v32,13,t232,1521591914.972,4.592,1521591919.565
24624,v13,14,t247,1521591916.346,4.52,1521591920.867
22500,v12,14,t242,1521591916.288,5.063,1521591921.351
26560,v31,13,t237,1521591913.847,7.528,1521591921.375
24076,v11,14,t246,1521591915.172,6.763,1521591921.936
27788,v22,14,t244,1521591917.094,5.173,1521591922.268
24356,v23,14,t241,1521591918.516,4.249,1521591922.765
23012,v21,14,t245,1521591916.806,6.825,1521591923.631
27980,v31,14,t243,1521591919.565,5.657,1521591925.222
24624,v32,14,t240,1521591920.867,4.444,1521591925.312
26560,v23,15,t254,1521591921.375,4.75,1521591926.126
22500,v31,15,t255,1521591921.352,5.656,1521591927.009
24076,v32,15,t251,1521591921.937,5.501,1521591927.439
24356,v12,15,t252,1521591922.765,5.785,1521591928.55
27788,v11,15,t248,1521591922.27,7.004,1521591929.274
24624,v13,15,t253,1521591925.312,4.59,1521591929.902
23012,v21,15,t249,1521591923.631,6.568,1521591930.2
24076,v13,16,t257,1521591927.439,3.841,1521591931.281
22500,v12,16,t259,1521591927.009,4.864,1521591931.873
27980,v22,15,t250,1521591925.222,7.107,1521591932.33
24624,v23,16,t256,1521591929.902,4.282,1521591934.185
26560,v11,16,t258,1521591926.126,8.142,1521591934.268
27788,v22,16,t260,1521591929.274,5.026,1521591934.301
24356,v21,16,t261,1521591928.552,7.512,1521591936.065
23012,v31,16,t262,1521591930.202,7.125,1521591937.328
24076,v32,16,t263,1521591931.281,6.164,1521591937.445
27980,v12,17,t270,1521591932.33,5.723,1521591938.053
22500,v11,17,t271,1521591931.873,6.194,1521591938.068
24624,v13,17,t266,1521591934.185,4.897,1521591939.083
27788,v22,17,t268,1521591934.301,5.7,1521591940.002
24356,v23,17,t264,1521591936.068,4.258,1521591940.327
26560,v21,17,t265,1521591934.268,7.154,1521591941.422
24076,v32,17,t269,1521591937.445,4.694,1521591942.14
27980,v23,18,t277,1521591938.053,4.54,1521591942.594
23012,v31,17,t267,1521591937.328,5.709,1521591943.037
22500,v32,18,t279,1521591938.068,6.496,1521591944.565
27788,v13,18,t278,1521591940.002,4.622,1521591944.624
24624,v31,18,t272,1521591939.084,6.596,1521591945.68
24076,v12,18,t273,1521591942.14,4.773,1521591946.913
26560,v22,18,t275,1521591941.422,5.68,1521591947.103
24356,v21,18,t274,1521591940.327,7.73,1521591948.057
22500,v12,19,t282,1521591944.566,4.911,1521591949.478
27788,v13,19,t281,1521591944.624,4.859,1521591949.484
27980,v11,18,t276,1521591942.594,8.477,1521591951.071
23012,v11,19,t285,1521591943.037,8.311,1521591951.348
24076,v22,19,t286,1521591946.914,5.036,1521591951.951
26560,v23,19,t287,1521591947.103,5.951,1521591953.054
24624,v21,19,t280,1521591945.681,8.391,1521591954.073
22500,v32,19,t283,1521591949.478,4.711,1521591954.189
24356,v31,19,t284,1521591948.057,7.175,1521591955.233
23012,v13,20,t33,1521591951.348,3.901,1521591955.25
27980,v12,20,t35,1521591951.071,4.713,1521591955.784
27788,v11,20,t32,1521591949.484,6.53,1521591956.014
26560,v22,20,t37,1521591953.054,5.05,1521591958.104
24624,v23,20,t34,1521591954.073,4.11,1521591958.184
24076,v21,20,t36,1521591951.951,6.381,1521591958.332
27980,v13,21,t316,1521591955.784,3.888,1521591959.673
24356,v32,20,t31,1521591955.233,4.615,1521591959.848
22500,v31,20,t38,1521591954.189,6.126,1521591960.316
23012,v12,21,t39,1521591955.25,5.931,1521591961.181
27788,v11,21,t311,1521591956.014,6.142,1521591962.157
26560,v23,21,t315,1521591958.104,5.022,1521591963.126
24076,v31,21,t312,1521591958.332,5.545,1521591963.877
24356,v32,21,t314,1521591959.849,4.683,1521591964.533
27980,v22,21,t313,1521591959.673,5.479,1521591965.153
22500,v11,22,t320,1521591960.316,5.997,1521591966.313
24624,v21,21,t310,1521591958.184,8.834,1521591967.018
23012,v12,22,t319,1521591961.181,5.947,1521591967.129
27788,v13,22,t318,1521591962.157,5.199,1521591967.356
26560,v21,22,t317,1521591963.129,6.223,1521591969.353
24076,v22,22,t322,1521591963.878,5.521,1521591969.399
24356,v23,22,t324,1521591964.533,5.311,1521591969.845
27980,v31,22,t321,1521591965.153,5.942,1521591971.095
22500,v32,22,t323,1521591966.313,5.048,1521591971.361
27788,v13,23,t327,1521591967.356,4.11,1521591971.467
23012,v12,23,t328,1521591967.13,5.229,1521591972.359
24624,v11,23,t331,1521591967.018,6.168,1521591973.187
24356,v23,23,t330,1521591969.845,4.404,1521591974.249
24076,v22,23,t325,1521591969.399,5.285,1521591974.684
26560,v21,23,t326,1521591969.353,6.154,1521591975.507
22500,v32,23,t329,1521591971.361,4.674,1521591976.036
27980,v31,23,t332,1521591971.095,5.656,1521591976.752
24624,v23,24,t335,1521591973.187,5.139,1521591978.326
27788,v21,24,t338,1521591971.467,7.991,1521591979.459
23012,v11,24,t336,1521591972.36,7.71,1521591980.071
24076,v32,24,t339,1521591974.684,5.582,1521591980.267
24356,v31,24,t333,1521591974.249,6.815,1521591981.065
22500,v13,24,t340,1521591976.036,5.679,1521591981.715
26560,v22,24,t334,1521591975.508,6.607,1521591982.116
27980,v12,24,t337,1521591976.752,6.707,1521591983.46
24624,v11,25,t348,1521591978.327,6.019,1521591984.346
23012,v13,25,t342,1521591980.071,5.104,1521591985.176
27788,v12,25,t346,1521591979.46,5.94,1521591985.4
22500,v23,25,t341,1521591981.715,4.563,1521591986.279
26560,v31,25,t345,1521591982.116,6.124,1521591988.241
24356,v22,25,t343,1521591981.065,7.256,1521591988.321
24076,v21,25,t344,1521591980.267,8.083,1521591988.351
27788,v13,26,t350,1521591985.4,3.888,1521591989.289
23012,v12,26,t351,1521591985.176,4.679,1521591989.859
27980,v32,25,t347,1521591983.46,6.502,1521591989.962
24624,v11,26,t349,1521591984.346,5.947,1521591990.294
22500,v21,26,t354,1521591986.279,6.185,1521591992.465
24356,v23,26,t355,1521591988.324,4.595,1521591992.919
26560,v22,26,t356,1521591988.241,5.547,1521591993.789
27788,v32,26,t353,1521591989.29,4.505,1521591993.795
24076,v31,26,t352,1521591988.351,5.599,1521591993.951
27980,v23,27,t359,1521591989.962,4.265,1521591994.227
23012,v31,27,t360,1521591989.86,6.168,1521591996.029
24624,v11,27,t358,1521591990.294,6.661,1521591996.955
22500,v32,27,t363,1521591992.465,5.451,1521591997.917
26560,v13,27,t361,1521591993.79,4.981,1521591998.771
24356,v22,27,t364,1521591992.919,6.862,1521591999.781
27788,v21,27,t362,1521591993.795,6.628,1521592000.424
24076,v12,27,t357,1521591993.951,6.479,1521592000.431
